AÑO;MES;PAIS_ORIGEN;CCAA;PROVINCIA;INIDICE_PERCEPCION_TURISTICA_GLOBAL;INDICE_SATISFACCION_PRODUCTOS_TURISTICOS;INDICE_PERCEPCION_SEGURIDAD;INDICE_PERCEPCION_CLIMATICA
2019;3;Total;Andalucía;Málaga;84.98;69.24;94.36;83.6
2019;3;Total;Andalucía;Sevilla;87.83;72.14;94.79;91.01
2019;3;Total;Aragón;Huesca;76.24;72.13;92.53;53.25
2019;3;Total;Aragón;Teruel;83.38;78.31;68.84;96.94
2019;3;Total;Aragón;Zaragoza;85.23;67.36;95.39;95.77
2019;3;Total;Canarias;Las Palmas;83.94;71.63;97.11;73.26
2019;3;Total;Canarias;Santa Cruz de Tenerife;84.84;71.05;95.56;79.42
2019;3;Total;Cantabria;Cantabria;83.81;69.21;91.19;82.75
2019;3;Total;Castilla - La Mancha;Albacete;84.37;72.61;94.26;77.22
2019;3;Total;Castilla - La Mancha;Ciudad Real;80.84;76.97;93.49;58.82
2019;3;Total;Castilla - La Mancha;Cuenca;82.17;74.01;93.18;68.06
2019;3;Total;Castilla - La Mancha;Guadalajara;87.21;75.85;90.59;89.1
2019;3;Total;Castilla y León;León;89.43;72;97.28;94.59
2019;3;Total;Castilla y León;Palencia;79.16;78.54;79.96;66.42
2019;3;Total;Castilla y León;Segovia;85.28;65.94;96.4;86.3
2019;3;Total;Castilla y León;Soria;84.98;77.84;98.09;68.82
2019;3;Total;Castilla y León;Zamora;90.03;76.79;98.61;89.65
2019;3;Total;Castilla y León;Ávila;87.99;77.8;94.38;85.34
2019;3;Total;Cataluña;Barcelona;85.83;69.96;92.47;88.41
2019;3;Total;Cataluña;Girona;83.91;69.1;91.44;83
2019;3;Total;Cataluña;Lleida;83.59;63.21;88.49;92.34
2019;3;Total;Cataluña;Tarragona;88.08;72.15;94.19;92.71
2019;3;Total;Comunidad Foral de Navarra;Navarra;87.09;75.16;93.98;85.39
2019;3;Total;Comunidad de Madrid;Madrid;85.9;67.5;93.01;90.98
2019;3;Total;Comunitat Valenciana;Alicante/Alacant;84.01;66.9;94.71;82.09
2019;3;Total;Comunitat Valenciana;Castellón/Castelló;86.49;67.52;94.36;91.72
2019;3;Total;Comunitat Valenciana;Valencia/València;83.97;64.39;93.07;90.27
2019;3;Total;Extremadura;Badajoz;83.71;73.34;83.72;86.36
2019;3;Total;Extremadura;Cáceres;82.41;68.13;88.05;87.06
2019;3;Total;Galicia;A Coruña;84.37;67.95;92.78;84.62
2019;3;Total;Galicia;Lugo;83.64;71.45;95.88;73.77
2019;3;Total;Galicia;Ourense;83.87;66.37;96.23;80.35
2019;3;Total;Galicia;Pontevedra;83.85;65.56;92.16;86.12
2019;3;Total;Illes Balears;Illes Balears;86;70.89;95.75;84.02
2019;3;Total;La Rioja;La Rioja;86.53;66.62;93.87;93.52
2019;3;Total;País Vasco;Araba/Álava;80.2;65.7;82.97;95.91
2019;3;Total;País Vasco;Bizkaia;83.68;64.18;94.11;84.92
2019;3;Total;País Vasco;Gipuzkoa;82.88;68.77;95.01;74.99
2019;3;Total;Principado de Asturias;Asturias;84.6;74.34;93.99;76.39
2019;3;Total;Región de Murcia;Murcia;82.62;61.67;92.15;85.9
2019;4;Alemania;Andalucía;Almería;80.71;88.56;88.81;50
2019;4;Alemania;Andalucía;Cádiz;77.17;77.82;89.51;53.12
2019;4;Alemania;Andalucía;Sevilla;86.86;79.87;91.73;81.53
2019;4;Alemania;Canarias;Las Palmas;82.97;76.11;96.69;64.52
2019;4;Alemania;Canarias;Santa Cruz de Tenerife;76.61;78.95;80.9;54.61
2019;4;Alemania;Cataluña;Barcelona;86.83;74.4;96.73;81.96
2019;4;Alemania;Cataluña;Girona;76.14;53.95;87.47;83.11
2019;4;Alemania;Comunidad de Madrid;Madrid;86.71;75.35;97.83;79.03
2019;4;Alemania;Comunitat Valenciana;Alicante/Alacant;83.61;79.52;83.22;79.17
2019;4;Alemania;Comunitat Valenciana;Castellón/Castelló;75.12;57.51;87.84;81.88
2019;4;Alemania;Comunitat Valenciana;Valencia/València;79.12;72.03;92.06;73.4
2019;4;Alemania;Illes Balears;Illes Balears;82.74;71.46;97.38;68.37
2019;4;Alemania;País Vasco;Bizkaia;81.56;76.9;90.13;70.59
2019;4;Dinamarca;Canarias;Las Palmas;82.63;80.09;93.59;62.12
2019;4;Dinamarca;Cataluña;Barcelona;88.45;78.76;96.1;83.97
2019;4;España;Andalucía;Almería;81.77;63;91.88;81.24
2019;4;España;Andalucía;Cádiz;80.11;64.96;84.84;85.73
2019;4;España;Andalucía;Córdoba;84.4;68.72;92.26;90.77
2019;4;España;Andalucía;Granada;83.12;64.41;95.49;80.82
2019;4;España;Andalucía;Huelva;82.44;69.77;92.44;79.73
2019;4;España;Andalucía;Jaén;85.63;72.84;96.73;89.06
2019;4;España;Andalucía;Málaga;79.83;63.6;88.95;76.25
2019;4;España;Andalucía;Sevilla;82.86;70.84;90.8;77.48
2019;4;España;Aragón;Huesca;62.34;65.73;86.01;14.06
2019;4;España;Aragón;Zaragoza;82.49;66.94;93.39;88.52
2019;4;España;Canarias;Las Palmas;87.08;73.36;96.91;84.01
2019;4;España;Canarias;Santa Cruz de Tenerife;81.79;65.74;91.19;78.84
2019;4;España;Cantabria;Cantabria;77.37;70.19;92.16;63.57
2019;4;España;Cataluña;Barcelona;81.68;68.05;82.03;86.62
2019;4;España;Cataluña;Girona;82.29;67.72;91.69;77.85
2019;4;España;Cataluña;Lleida;80.49;59.14;90.79;89.17
2019;4;España;Cataluña;Tarragona;85.17;73.78;87.46;87.18
2019;4;España;Comunidad Foral de Navarra;Navarra;84.47;70.82;90.34;84.5
2019;4;España;Comunidad de Madrid;Madrid;83.44;67.45;95.04;85.87
2019;4;España;Comunitat Valenciana;Alicante/Alacant;69.11;57.8;90.24;38.78
2019;4;España;Comunitat Valenciana;Castellón/Castelló;81.1;65.3;93.57;73.76
2019;4;España;Comunitat Valenciana;Valencia/València;75.82;64.29;87.95;67.96
2019;4;España;Extremadura;Cáceres;87.27;73.4;93.39;95.08
2019;4;España;Galicia;A Coruña;77.47;58.74;92.73;84.44
2019;4;España;Galicia;Pontevedra;82.35;68.95;94.83;72.87
2019;4;España;Illes Balears;Illes Balears;83.39;69.14;96.05;75.35
2019;4;España;La Rioja;La Rioja;87.45;76.01;92.04;88.14
2019;4;España;País Vasco;Araba/Álava;75.29;48.08;87.84;89.65
2019;4;España;País Vasco;Bizkaia;80.3;69.7;88.06;81.2
2019;4;España;País Vasco;Gipuzkoa;79.01;66.06;90.21;68.52
2019;4;España;Principado de Asturias;Asturias;74.75;63.33;94.13;55.81
2019;4;España;Región de Murcia;Murcia;79.12;67.07;90.54;68.08
2019;4;Estados Unidos de América;Cataluña;Barcelona;89.47;76.31;94.51;92.91
2019;4;Estados Unidos de América;Comunidad de Madrid;Madrid;83.77;74.44;93.06;89.67
2019;4;Francia;Andalucía;Córdoba;86.45;75.38;95.78;93.72
2019;4;Francia;Andalucía;Málaga;86.91;70.83;94.55;89.18
2019;4;Francia;Canarias;Las Palmas;84.24;75.71;97.02;69.88
2019;4;Francia;Cataluña;Barcelona;84.77;72.92;94.3;78.41
2019;4;Francia;Cataluña;Girona;89.17;70.96;96.72;95.45
2019;4;Francia;Cataluña;Tarragona;87.56;78.51;95.56;81.34
2019;4;Francia;Comunidad de Madrid;Madrid;82.07;70.88;94.64;76.08
2019;4;Francia;Comunitat Valenciana;Valencia/València;78.81;74.65;92.31;68.01
2019;4;Francia;Galicia;Pontevedra;80.31;71.61;83.38;75.25
2019;4;Francia;Illes Balears;Illes Balears;82.61;66.94;96.88;73.86
2019;4;Francia;País Vasco;Gipuzkoa;85.98;74.06;94.03;82.21
2019;4;Francia;Región de Murcia;Murcia;76.63;77.74;79.02;68.75
2019;4;Italia;Andalucía;Málaga;84.06;72.28;88.66;83.11
2019;4;Italia;Andalucía;Sevilla;85.61;73.21;96.19;79.17
2019;4;Italia;Canarias;Las Palmas;86.27;83.64;97.69;70.72
2019;4;Italia;Canarias;Santa Cruz de Tenerife;85.2;77.63;96.59;80.62
2019;4;Italia;Cataluña;Barcelona;85.43;71.2;96.66;80.28
2019;4;Italia;Cataluña;Girona;84.2;65.64;94.48;84.66
2019;4;Italia;Comunidad de Madrid;Madrid;82.97;70.68;92.12;76.52
2019;4;Italia;Comunitat Valenciana;Alicante/Alacant;83.03;76.72;97.52;63.02
2019;4;Italia;Comunitat Valenciana;Castellón/Castelló;87.66;74.84;97.3;85.98
2019;4;Italia;Comunitat Valenciana;Valencia/València;79.99;71.99;97.16;69.33
2019;4;Italia;Illes Balears;Illes Balears;83.43;74.08;96.95;68.5
2019;4;Italia;País Vasco;Bizkaia;85.5;84.71;94.13;73.78
2019;4;Noruega;Cataluña;Barcelona;90.35;75.46;96.29;95.32
2019;4;Portugal;Andalucía;Sevilla;86.71;79.41;93.23;89.92
2019;4;Portugal;Cataluña;Barcelona;89.86;79.03;93.06;92.94
2019;4;Portugal;Comunidad de Madrid;Madrid;86.28;71.33;98.09;88.64
2019;4;Reino Unido;Andalucía;Cádiz;83.66;75.41;82.87;84.69
2019;4;Reino Unido;Andalucía;Córdoba;84.24;77.97;94.44;75.17
2019;4;Reino Unido;Andalucía;Málaga;85.39;69.44;98.61;79.92
2019;4;Reino Unido;Andalucía;Sevilla;85.59;71.53;97.84;79.11
2019;4;Reino Unido;Canarias;Las Palmas;82.5;72.59;97.75;65.6
2019;4;Reino Unido;Canarias;Santa Cruz de Tenerife;85.9;70.75;97.11;82.15
2019;4;Reino Unido;Cataluña;Barcelona;85.85;70.05;93.95;86.59
2019;4;Reino Unido;Cataluña;Girona;82.25;75.13;85.12;76.71
2019;4;Reino Unido;Comunidad de Madrid;Madrid;82.51;69.38;94.36;82.34
2019;4;Reino Unido;Comunitat Valenciana;Alicante/Alacant;77.76;65.15;97.19;61.35
2019;4;Reino Unido;Comunitat Valenciana;Valencia/València;79.12;72.09;88.01;76.79
2019;4;Reino Unido;Galicia;Pontevedra;86.9;77.83;93.83;81.62
2019;4;Reino Unido;Illes Balears;Illes Balears;83.46;65.99;96.77;79.61
2019;4;Reino Unido;Principado de Asturias;Asturias;67.65;38.62;75.56;87.86
2019;4;Suecia;Andalucía;Málaga;86.83;75.47;94.44;83.44
2019;4;Suecia;Cataluña;Barcelona;84.86;71.23;91.35;84.33
2019;4;Suecia;Comunidad de Madrid;Madrid;86.43;75.81;93.96;82.01
2019;4;Suecia;Illes Balears;Illes Balears;67.21;72.21;94.19;9.17
2019;4;Total;Andalucía;Almería;77.93;62.4;91.91;66.56
2019;4;Total;Andalucía;Cádiz;82.55;68.65;90.79;81.45
2019;4;Total;Andalucía;Córdoba;80.95;64.42;90;81.52
2019;4;Total;Andalucía;Granada;82.11;66.42;95.34;74.31
2019;4;Total;Andalucía;Huelva;82.96;68.13;93.22;78.22
2019;4;Total;Andalucía;Jaén;78.29;65.14;91.39;76.5
2019;4;Total;Andalucía;Málaga;82.98;69.23;94.22;75.77
2019;4;Total;Andalucía;Sevilla;83.9;71.08;94.28;77.18
2019;4;Total;Aragón;Huesca;64.79;63.9;85.2;27.25
2019;4;Total;Aragón;Teruel;73.33;82.23;70.95;49.52
2019;4;Total;Aragón;Zaragoza;81.79;59.56;94.86;90.58
2019;4;Total;Canarias;Las Palmas;84.17;71.02;97.27;74.75
2019;4;Total;Canarias;Santa Cruz de Tenerife;84.64;69.65;94.9;81.09
2019;4;Total;Cantabria;Cantabria;82.79;68.02;92.5;78.54
2019;4;Total;Castilla - La Mancha;Albacete;69.41;77.69;86.65;20.45
2019;4;Total;Castilla - La Mancha;Ciudad Real;80.27;79.9;96.43;49.47
2019;4;Total;Castilla - La Mancha;Cuenca;70.34;74.41;93.61;19.75
2019;4;Total;Castilla - La Mancha;Guadalajara;77.13;73.89;90.62;51.12
2019;4;Total;Castilla y León;León;80.35;75.34;91.75;60.9
2019;4;Total;Castilla y León;Palencia;87.64;78.17;97.31;79.97
2019;4;Total;Castilla y León;Segovia;80.85;69.9;94.59;66.03
2019;4;Total;Castilla y León;Soria;78.61;75.67;94.69;50
2019;4;Total;Castilla y León;Zamora;75.96;77.41;93.19;39.12
2019;4;Total;Castilla y León;Ávila;85.22;82.99;97.6;64.18
2019;4;Total;Cataluña;Barcelona;83.99;69.34;92.71;81.49
2019;4;Total;Cataluña;Girona;80.49;68.75;92.24;68.76
2019;4;Total;Cataluña;Lleida;81.15;63.29;89.84;80.86
2019;4;Total;Cataluña;Tarragona;86.2;75.17;94.15;81.62
2019;4;Total;Comunidad Foral de Navarra;Navarra;85.15;75.09;94.34;77.29
2019;4;Total;Comunidad de Madrid;Madrid;82.85;67.64;94.05;77.38
2019;4;Total;Comunitat Valenciana;Alicante/Alacant;76.96;67.52;94.71;53.17
2019;4;Total;Comunitat Valenciana;Castellón/Castelló;83.56;70.08;92.03;79.71
2019;4;Total;Comunitat Valenciana;Valencia/València;79.89;66.56;93.18;71.2
2019;4;Total;Extremadura;Badajoz;76.45;75.62;89.98;47.07
2019;4;Total;Extremadura;Cáceres;85.91;73.23;92.74;91.51
2019;4;Total;Galicia;A Coruña;80.6;70.65;94.01;64.8
2019;4;Total;Galicia;Lugo;78.39;72.7;91.24;56.83
2019;4;Total;Galicia;Ourense;82.18;73.77;95.54;65.56
2019;4;Total;Galicia;Pontevedra;80.65;65.47;93.41;71.96
2019;4;Total;Illes Balears;Illes Balears;83.47;70.41;96.42;73.67
2019;4;Total;La Rioja;La Rioja;84.81;70.08;95.65;80.35
2019;4;Total;País Vasco;Araba/Álava;80.84;58.5;93.64;88.95
2019;4;Total;País Vasco;Bizkaia;80.83;64.14;92.4;77.69
2019;4;Total;País Vasco;Gipuzkoa;80.65;68.49;94.24;67.33
2019;4;Total;Principado de Asturias;Asturias;82.72;76.15;92.22;68.85
2019;4;Total;Región de Murcia;Murcia;78.38;65.16;92.93;63.81
2019;5;Alemania;Andalucía;Cádiz;80.19;76.48;85.15;66.81
2019;5;Alemania;Andalucía;Granada;86.8;68.94;92.89;94.77
2019;5;Alemania;Andalucía;Málaga;84.86;69.31;95.81;81.3
2019;5;Alemania;Canarias;Las Palmas;83.23;76.77;97.55;63.75
2019;5;Alemania;Canarias;Santa Cruz de Tenerife;81.5;75.61;95.01;61.24
2019;5;Alemania;Cataluña;Barcelona;86.92;75.57;96.04;81.75
2019;5;Alemania;Cataluña;Girona;82.16;83.42;80.25;72.22
2019;5;Alemania;Comunidad de Madrid;Madrid;90.15;74.49;95.8;96.25
2019;5;Alemania;Comunitat Valenciana;Alicante/Alacant;84.42;72.83;95.85;75.25
2019;5;Alemania;Comunitat Valenciana;Valencia/València;86.12;76.26;97.82;87.01
2019;5;Alemania;Illes Balears;Illes Balears;86.6;76;96.86;78.95
2019;5;España;Andalucía;Almería;82.57;61.79;88.09;90.41
2019;5;España;Andalucía;Cádiz;85.76;71.27;92.59;92.89
2019;5;España;Andalucía;Córdoba;86.18;66.41;93.84;92.81
2019;5;España;Andalucía;Granada;86.67;68.22;94.01;92
2019;5;España;Andalucía;Huelva;86.09;70.87;94.02;95.55
2019;5;España;Andalucía;Jaén;80.64;69.38;82.13;90.32
2019;5;España;Andalucía;Málaga;87.99;70.71;95.15;92.93
2019;5;España;Andalucía;Sevilla;85.65;69.09;86.51;95.88
2019;5;España;Aragón;Huesca;69.4;52.46;93.48;53.88
2019;5;España;Aragón;Zaragoza;87.57;71.12;94.77;95.32
2019;5;España;Canarias;Las Palmas;87.05;73.35;96.12;84.84
2019;5;España;Canarias;Santa Cruz de Tenerife;85.31;70.58;93.41;84.46
2019;5;España;Cantabria;Cantabria;72.59;60.47;91.46;61.19
2019;5;España;Cataluña;Barcelona;80.84;67.85;80.38;85.47
2019;5;España;Cataluña;Girona;82.8;66.95;91.45;81.12
2019;5;España;Cataluña;Lleida;82.66;67.29;90.72;83.27
2019;5;España;Cataluña;Tarragona;87.97;70.77;95.87;91.91
2019;5;España;Comunidad Foral de Navarra;Navarra;84.7;76.68;86.4;83.12
2019;5;España;Comunidad de Madrid;Madrid;84.92;67.1;93.22;95.71
2019;5;España;Comunitat Valenciana;Alicante/Alacant;80.28;65.42;92.93;71.11
2019;5;España;Comunitat Valenciana;Castellón/Castelló;83.63;64.23;94.62;83.91
2019;5;España;Comunitat Valenciana;Valencia/València;80.43;65.31;86.82;87.54
2019;5;España;Extremadura;Cáceres;70.95;42.71;87.2;80.94
2019;5;España;Galicia;A Coruña;77.78;62.2;84.11;84.79
2019;5;España;Galicia;Pontevedra;83.97;68.59;91.88;83.33
2019;5;España;Illes Balears;Illes Balears;83.97;68.53;94.85;79.83
2019;5;España;La Rioja;La Rioja;86.69;70.62;95.12;87.89
2019;5;España;País Vasco;Araba/Álava;71.62;52.38;72.12;89.07
2019;5;España;País Vasco;Bizkaia;86.11;67.95;93.47;92.71
2019;5;España;País Vasco;Gipuzkoa;81.61;70.9;94.24;68.28
2019;5;España;Principado de Asturias;Asturias;73.47;63.03;92.49;51.79
2019;5;España;Región de Murcia;Murcia;83.28;67.84;90.66;86.86
2019;5;Estados Unidos de América;Cataluña;Barcelona;89.55;75.28;96.81;91.71
2019;5;Francia;Andalucía;Granada;79.08;81.16;96.33;56.33
2019;5;Francia;Andalucía;Málaga;86.28;72.37;91.93;87.98
2019;5;Francia;Andalucía;Sevilla;90.54;78.02;95.5;94.97
2019;5;Francia;Canarias;Las Palmas;85.87;78.54;98.66;70.84
2019;5;Francia;Cataluña;Barcelona;85.71;73.84;93.67;81.83
2019;5;Francia;Comunidad de Madrid;Madrid;82.78;70.45;89.27;89.1
2019;5;Francia;Comunitat Valenciana;Alicante/Alacant;78.03;64.52;93.2;62.84
2019;5;Francia;Comunitat Valenciana;Valencia/València;83.94;75.19;98.48;84.12
2019;5;Francia;Galicia;Pontevedra;72.07;72.49;87.47;44.03
2019;5;Francia;Illes Balears;Illes Balears;87.52;72.89;97.18;86
2019;5;Italia;Andalucía;Cádiz;77.52;59.54;93.23;69.76
2019;5;Italia;Andalucía;Córdoba;87.4;79.66;97.01;82.21
2019;5;Italia;Andalucía;Málaga;89.58;79.95;97.54;85.34
2019;5;Italia;Andalucía;Sevilla;88.51;76.49;94.83;88.44
2019;5;Italia;Canarias;Las Palmas;84.8;84.08;99.16;62.16
2019;5;Italia;Cataluña;Barcelona;87.23;70.88;98.22;86
2019;5;Italia;Cataluña;Girona;82.58;70.89;93.69;72.83
2019;5;Italia;Comunidad de Madrid;Madrid;88.65;73.66;94.65;92.61
2019;5;Italia;Comunitat Valenciana;Alicante/Alacant;82.12;75.16;94.72;64.62
2019;5;Italia;Comunitat Valenciana;Castellón/Castelló;88.38;76.01;97.68;85.09
2019;5;Italia;Comunitat Valenciana;Valencia/València;84.05;71.13;98.05;88.36
2019;5;Italia;Illes Balears;Illes Balears;85.34;72.73;96.27;78.56
2019;5;Italia;Región de Murcia;Murcia;81.45;72.77;84.88;88.74
2019;5;Noruega;Cataluña;Barcelona;90.33;79.49;92.34;95.12
2019;5;Noruega;Illes Balears;Illes Balears;90.68;80.51;94.82;92.33
2019;5;Portugal;Andalucía;Sevilla;86.4;75.54;94.01;82.14
2019;5;Portugal;Cataluña;Barcelona;82.62;68.08;89.66;81.2
2019;5;Reino Unido;Andalucía;Cádiz;86.35;66.15;94.9;96.2
2019;5;Reino Unido;Andalucía;Málaga;87.98;68.4;95.85;94.84
2019;5;Reino Unido;Andalucía;Sevilla;89.49;77.64;93.77;92.26
2019;5;Reino Unido;Canarias;Las Palmas;85.76;69.8;97.72;82.03
2019;5;Reino Unido;Canarias;Santa Cruz de Tenerife;89.36;74.13;98.57;90.19
2019;5;Reino Unido;Cantabria;Cantabria;77.85;69.68;86.01;89.58
2019;5;Reino Unido;Cataluña;Barcelona;86.46;72.7;94.59;85.08
2019;5;Reino Unido;Cataluña;Tarragona;86.26;74.37;95.62;84.76
2019;5;Reino Unido;Comunidad de Madrid;Madrid;87.53;72.85;96.62;95.28
2019;5;Reino Unido;Comunitat Valenciana;Alicante/Alacant;86.66;69.45;97.18;89.27
2019;5;Reino Unido;Comunitat Valenciana;Castellón/Castelló;81.62;82.53;87.28;62.69
2019;5;Reino Unido;Comunitat Valenciana;Valencia/València;81.04;69.02;93.5;87.34
2019;5;Reino Unido;Illes Balears;Illes Balears;86.51;67.9;96.69;88.64
2019;5;Reino Unido;País Vasco;Bizkaia;82.49;73.4;96.17;80.02
2019;5;Suecia;Andalucía;Málaga;89.32;75.27;95.15;92.77
2019;5;Suecia;Cataluña;Barcelona;90.39;74.34;97;95.94
2019;5;Suecia;Comunitat Valenciana;Alicante/Alacant;84.3;68.54;94.01;82.14
2019;5;Total;Andalucía;Almería;83.78;68.82;89.59;85.01
2019;5;Total;Andalucía;Cádiz;85.1;69.33;94.87;85.23
2019;5;Total;Andalucía;Córdoba;85.47;66.94;92.67;91.47
2019;5;Total;Andalucía;Granada;84.97;66.28;94.36;87.1
2019;5;Total;Andalucía;Huelva;86.9;69.7;94.69;90.34
2019;5;Total;Andalucía;Jaén;79.95;64.25;86.54;88.92
2019;5;Total;Andalucía;Málaga;86.89;68.91;95.94;89.73
2019;5;Total;Andalucía;Sevilla;88.32;72.92;93.99;92.99
2019;5;Total;Aragón;Huesca;76.36;66.18;95.43;60.26
2019;5;Total;Aragón;Teruel;81.15;78.52;83.35;70.36
2019;5;Total;Aragón;Zaragoza;85.37;70;94.32;92.6
2019;5;Total;Canarias;Las Palmas;84.41;69.71;96.83;77.79
2019;5;Total;Canarias;Santa Cruz de Tenerife;86.85;71.58;96.01;86.31
2019;5;Total;Cantabria;Cantabria;82.51;69.61;94.62;72.97
2019;5;Total;Castilla - La Mancha;Albacete;86.56;76.22;96.81;78.61
2019;5;Total;Castilla - La Mancha;Ciudad Real;77.78;78.4;97.15;40.48
2019;5;Total;Castilla - La Mancha;Cuenca;83.29;75.97;94.69;68.35
2019;5;Total;Castilla - La Mancha;Guadalajara;80.99;74.57;78.26;80.57
2019;5;Total;Castilla - La Mancha;Toledo;84.68;79.26;86.46;79.84
2019;5;Total;Castilla y León;León;83.78;74.84;91.96;74.96
2019;5;Total;Castilla y León;Palencia;86.86;75.97;96.68;80.24
2019;5;Total;Castilla y León;Segovia;87.75;78.04;97.71;80.11
2019;5;Total;Castilla y León;Soria;84.8;82.04;97.94;63.24
2019;5;Total;Castilla y León;Zamora;87.15;78.58;93.85;81.68
2019;5;Total;Castilla y León;Ávila;80.88;71.98;92.15;66.58
2019;5;Total;Cataluña;Barcelona;84.15;69.84;92.95;81.25
2019;5;Total;Cataluña;Girona;82.73;68.09;92.4;78.35
2019;5;Total;Cataluña;Lleida;83.54;68.51;89.74;84.25
2019;5;Total;Cataluña;Tarragona;87.58;72.87;95.45;88.33
2019;5;Total;Comunidad Foral de Navarra;Navarra;84.87;75.7;92.99;77.07
2019;5;Total;Comunidad de Madrid;Madrid;86.48;67.35;94.37;91.85
2019;5;Total;Comunitat Valenciana;Alicante/Alacant;85.54;69.78;95.46;83.88
2019;5;Total;Comunitat Valenciana;Castellón/Castelló;85.93;71.47;94.72;84.28
2019;5;Total;Comunitat Valenciana;Valencia/València;85.11;68.05;94.03;86.22
2019;5;Total;Extremadura;Badajoz;86.62;69.43;92.32;92.38
2019;5;Total;Extremadura;Cáceres;82.73;75.79;81.83;90.4
2019;5;Total;Galicia;A Coruña;85.27;72.4;93.18;82.4
2019;5;Total;Galicia;Lugo;86.42;70.44;95.49;86.57
2019;5;Total;Galicia;Ourense;86.11;70.11;95.93;85.2
2019;5;Total;Galicia;Pontevedra;85.42;67.33;93.87;88.25
2019;5;Total;Illes Balears;Illes Balears;86.19;70.8;96.49;84
2019;5;Total;La Rioja;La Rioja;85.99;68.94;95.2;87.01
2019;5;Total;País Vasco;Araba/Álava;66.97;22.96;84.78;92
2019;5;Total;País Vasco;Bizkaia;82.64;65.5;94.6;80.62
2019;5;Total;País Vasco;Gipuzkoa;79.95;68.99;95.06;62.94
2019;5;Total;Principado de Asturias;Asturias;84.41;76.62;94.21;72.66
2019;5;Total;Región de Murcia;Murcia;84.09;64.62;92.96;87.25
2019;6;Alemania;Andalucía;Cádiz;81.59;74.7;89.64;69.14
2019;6;Alemania;Andalucía;Málaga;88.17;76.09;98.16;83.59
2019;6;Alemania;Canarias;Las Palmas;86.99;78.21;96.58;78.22
2019;6;Alemania;Canarias;Santa Cruz de Tenerife;82.95;79.21;95.46;62.19
2019;6;Alemania;Cataluña;Barcelona;87.86;74.35;93.11;90.47
2019;6;Alemania;Comunidad de Madrid;Madrid;88.1;71.35;97.99;89.5
2019;6;Alemania;Illes Balears;Illes Balears;87.57;72.63;98.45;84.97
2019;6;España;Andalucía;Almería;78.61;53.97;85.01;87.67
2019;6;España;Andalucía;Cádiz;83.23;64.99;92.4;91.1
2019;6;España;Andalucía;Córdoba;79.71;59.95;85.71;95.16
2019;6;España;Andalucía;Granada;86.11;66.38;93.6;94.77
2019;6;España;Andalucía;Huelva;81.34;69.19;79.19;97.49
2019;6;España;Andalucía;Jaén;82.76;69.02;95.71;91.05
2019;6;España;Andalucía;Málaga;86.13;68.72;96.22;86.6
2019;6;España;Andalucía;Sevilla;83.65;71.58;77.69;95.47
2019;6;España;Aragón;Huesca;87.67;69.49;97.76;89.97
2019;6;España;Aragón;Zaragoza;83.05;67.82;95.36;91.7
2019;6;España;Canarias;Las Palmas;86.56;70.1;97.07;85.64
2019;6;España;Canarias;Santa Cruz de Tenerife;84.4;67.44;93.97;83.89
2019;6;España;Cantabria;Cantabria;76.75;68.39;94.39;55.5
2019;6;España;Cataluña;Barcelona;80.1;66.23;79.15;85.96
2019;6;España;Cataluña;Girona;84.4;63.73;91.94;90.81
2019;6;España;Cataluña;Lleida;79.81;63.62;83.05;91.42
2019;6;España;Cataluña;Tarragona;82.2;68.35;86.57;92.67
2019;6;España;Comunidad Foral de Navarra;Navarra;83.54;74.78;80.11;88.53
2019;6;España;Comunidad de Madrid;Madrid;84.13;65.29;93.47;95.54
2019;6;España;Comunitat Valenciana;Alicante/Alacant;80.28;61.96;94.73;73.09
2019;6;España;Comunitat Valenciana;Castellón/Castelló;83.25;62.69;94.61;84.24
2019;6;España;Comunitat Valenciana;Valencia/València;80.38;64.17;85.21;91.33
2019;6;España;Extremadura;Cáceres;87.83;75.62;91.35;94.85
